ID,leaf_rust,stem_rust,healthy_wheat
8TIH31,0.0266731691504208,0.959040215303158,0.0142865846704849
59XKQY,0.174991623980218,0.777923769700338,0.0470845935630151
HQ3927,0.610624981032058,0.362474561378166,0.0269004458252112
3HQ3PI,0.738093221593103,0.223579977160773,0.0383268444662617
LGMAZF,0.991842918688187,0.0057217707512041,0.00253048655745172
1NCGYL,0.676046291211722,0.262826602256754,0.0611271201715372
PKRMNK,0.145232002355874,0.849951316292666,0.00481672558385813
G2VH1H,0.992223110970002,0.00585301779953761,0.00216397437339046
6MVSPH,0.932726514750513,0.0650964529138103,0.00222500936809115
XKXIOC,0.0308296350829081,0.961230560956663,0.00793982060044181
U0PZLQ,0.119530349064363,0.879905715654192,0.00109780292954983
28ZT9U,0.0266731691504208,0.959040215303158,0.0142865846704849
XPD4SW,0.670985094612709,0.318041965657045,0.0109729137257972
TX1I8W,0.0136203021698571,0.0160919395952424,0.970287742285893
2RD61E,0.00907790859523666,0.984938275725177,0.00598382871029057
F16156,0.00281683883632126,0.994127927044231,0.00312149543197998
47Y0EN,0.0954409061036205,0.875897686695897,0.0286625024761361
3XZTJC,0.00598915200251939,0.992125461397055,0.00212106423887345
SS11ZQ,0.0761279000415494,0.913811696514501,0.0100604099396639
ACCC3M,0.986585164253443,0.00990691875716894,0.00350792392217559
BN5L96,0.0207504067068289,0.972063845740449,0.00718574899125963
U8I1LA,0.0138130369428016,0.0155079557773252,0.970679013699099
EO5HB4,0.0189075352876202,0.976509360626048,0.00458313295239486
31GWYB,0.00807083317415853,0.00910806167232373,0.982821064581964
XGYBWF,0.952940280567455,0.038434418828816,0.00862528633791519
JLG9QX,0.0128223365096797,0.981557684725728,0.00561998961709278
H0709X,0.979181701517061,0.0182979449763016,0.0025212113467329
T9U9XS,0.0178551081817976,0.973365579019166,0.0087793390063169
QBMCSF,0.974082352369607,0.0162900350402038,0.00962762098988555
XVZ454,0.0168938330426302,0.97452715655853,0.00869756583804663
F0YDOW,0.986272398156756,0.0103475307776785,0.00338902074937168
F3ST2N,0.0239135430655325,0.970931615183982,0.00515718800929278
64NM6J,0.889721620005086,0.0639643145122767,0.0463163814178577
1DVSQ2,0.923365910838723,0.0748783425138942,0.00175576250650161
I0VHG7,0.984984329367839,0.0139797618198196,0.00147732199246293
13GW8I,0.967442213961263,0.0177366740251687,0.0148210990391732
S913KH,0.984607349404195,0.00928193605913956,0.00611069671882799
DWS774,0.610624981032058,0.362474561378166,0.0269004458252112
OLG8KI,0.363567870315112,0.588469100242892,0.0479630149453046
XW716R,0.972869373406635,0.0240597368217137,0.00307089968333637
QP94SG,0.33094107183278,0.586129610429328,0.0829293207957203
RMI50F,0.0165304136553646,0.95624854710762,0.0272210496892234
IMP5ZT,0.745569568922447,0.249225347447804,0.00524237890986471
NYJHQI,0.0412556121433076,0.938410668954156,0.0203336745900695
2X9AJD,0.0223669681015866,0.966136729533941,0.0114963254058093
BY3KQK,0.0343380944989101,0.964087257014183,0.00176756559684092
LYU01I,0.753170404538082,0.028829666242552,0.217999973576533
085IEC,0.0204416164105892,0.11190852794522,0.867649849563254
S2O52E,0.0241205853953409,0.954066637011188,0.0218127961886764
ODZH9T,0.79738878128913,0.135437969456862,0.0671732638722142
X2P0VH,0.0519153415051854,0.94295659626401,0.00513572794778441
RF4O17,0.658354167447175,0.292443908896828,0.0492019317818516
70N4MI,0.015568137016557,0.0355052510458709,0.948926611721016
XGCF0C,0.96361277051763,0.0323998877606793,0.00409052996953276
LJ48OC,0.98276769073345,0.0129206410848092,0.00432865481134956
T718DE,0.307374056043296,0.683873905759489,0.00875204805888407
2UP3BD,0.00999835616339803,0.989169568073383,0.0011166969899766
4BXHHC,0.982863260087629,0.00838683029586399,0.00874990865784347
X292N8,0.821673048981305,0.174874968644499,0.00372375015494651
LL93NP,0.0204416164105892,0.11190852794522,0.867649849563254
29EECO,0.0181392025330971,0.971492586992438,0.010595013066898
M2I0TS,0.968331173548383,0.022876142272474,0.00879266189786893
E5Y6C2,0.978883722121763,0.016465426738485,0.00481116604631704
H70U3U,0.0140185165256982,0.966960188810335,0.0190213099378638
I2GA4N,0.0244959191345841,0.145708262135742,0.829795801406249
85YFKR,0.00330576592728015,0.00756185598851972,0.989555430323414
LQRWP1,0.00499419669587277,0.993261784953929,0.00186635959413482
630YN8,0.919146481731287,0.0741644145969479,0.00668911671180032
G5P8A1,0.633705542012286,0.348513357698889,0.0177811082589891
3UZ447,0.0229719943924176,0.958511851734906,0.0185161321808021
QESDCL,0.933641615307231,0.0546551966981767,0.0117885310680541
DSPYUI,0.00910384860063339,0.0120115199556812,0.978884668130244
AJTPKP,0.962586914170932,0.0137474374443758,0.023665604106943
C9K49P,0.00957935994466244,0.985989330504836,0.0046286461034005
SMIV0G,0.979181701517061,0.0182979449763016,0.0025212113467329
7K49J7,0.993352852240969,0.0052740730068912,0.00159789771623849
LK4LU1,0.986069487086658,0.00937445349262235,0.00455665024578309
ON9PIT,0.0955492919896802,0.0188555848874362,0.885595098235067
8PM0C4,0.0128313078067004,0.0369699141129987,0.950198793788991
4C6BNB,0.961228929550317,0.0331264583913406,0.00564461646655588
7VKX0H,0.989382622570827,0.00791327725354458,0.00280677104926037
RZAMH5,0.771000532157379,0.182538782887834,0.0464606638958735
LGF6GU,0.0428955800378242,0.0623338239424569,0.894770563759764
EK02MQ,0.0207403940135632,0.967066199365111,0.0121933873354406
ZKF0L9,0.792072253188905,0.0976339352351005,0.110293782919816
EN5EK8,0.0196053359657743,0.977732114972962,0.00303551445056347
JGIDPU,0.98511885857871,0.00846451419872819,0.00641657108884089
IGFK64,0.97443598311634,0.0245687771423217,0.00139043981193991
45W9CB,0.0679628809554657,0.0702095208941279,0.861827570149972
KO0PV1,0.00524189518781974,0.0036305115222523,0.991261883223045
9QX0BV,0.383243181495359,0.220950792745825,0.395806041139092
EJJNP8,0.908984939933157,0.0859874419821121,0.00502848982549935
B7A4WN,0.0343861820732607,0.959601799406299,0.00601202145669972
VBRW9V,0.919776634506721,0.0308071475559351,0.0494161679731458
LGDGLF,0.0147479310608317,0.0234565160194723,0.961795542385682
I1ZX1E,0.975457066703043,0.0220299443032138,0.0025950383047989
KH8YZM,0.0133375813761958,0.0120059967976027,0.974656417229858
NBAOVK,0.986204437974004,0.0129192235347106,0.00111592596121009
I6JD81,0.937676284014346,0.0404469696475056,0.0218767390179796
AQ9G8P,0.982224086513057,0.0172910729295358,0.00100152135554541
QOAIJ3,0.986295889802659,0.0129168768320493,0.00122501703286465
HHFCSR,0.816756651097108,0.168264624055993,0.0149787074077106
7A27J0,0.0165909097273031,0.0454061620357513,0.938002911190618
ZFYYJ7,0.030280904534541,0.952271341499833,0.0174477605688588
5O37UP,0.0177137762321574,0.978741104649476,0.00354514341868238
8UWVT9,0.873792615707856,0.117663167070299,0.00854419421088663
P3NJLX,0.0944380952845581,0.345454337761042,0.560107574464002
QAF4XR,0.014874418059163,0.971652593800428,0.0134736719905362
QMYOJ6,0.0128172705332312,0.984748460123279,0.00243724464120531
8WNRN5,0.926648003107348,0.033381287164974,0.0399707077567544
GWXVSQ,0.562237307276553,0.320444154519265,0.117318545745031
A5R7N5,0.925080274602351,0.0567414662275613,0.0181782802029618
3TC5J1,0.00431689752550285,0.993790712877622,0.00224033542833867
NQUCTF,0.99541316577906,0.00371672558499056,0.00130340626291004
L9U7RS,0.0921095336196321,0.789866362957897,0.118024078850484
3HTS4K,0.988446724270397,0.00727142261984375,0.00428185798352557
7YRETU,0.927946781595511,0.0413424832432185,0.0307107708205965
6CSSKO,0.0165304136553646,0.95624854710762,0.0272210496892234
GE2DXP,0.318285024307411,0.635299700809658,0.0464152417389567
8MCLGV,0.956537215568591,0.0320219727999462,0.0114408632990894
XEM0EN,0.994518398599767,0.00542920542642636,0.00100000004749745
OBZOCF,0.945369374079896,0.0506637445750809,0.00423637809464491
2Z4K3R,0.256505927718474,0.731410687548028,0.0120833852716339
WVLN4Q,0.00356894974024594,0.993224724807811,0.00331079469378977
YJDMJX,0.0222170208984394,0.0180028976602627,0.959780106812244
F254OR,0.010416000186273,0.0272138115146197,0.962370187071919
OE2KYL,0.00954419591890272,0.989081965216053,0.00137413557129977
VV4E5H,0.177758117101371,0.0279889446529165,0.794252958041091
8BK2PD,0.0199928188879643,0.0426735109237317,0.937333684904156
0M9DP3,0.00718609533074789,0.987871635132378,0.00494228681939578
UFKL09,0.967437813105366,0.0320467350675524,0.00101185236708804
C00UDR,0.0482475279829527,0.0274369766777737,0.924315425495288
HK4HT6,0.0211604585112068,0.00665369063162506,0.97218870252843
FDZAG6,0.131986168613319,0.861865518671935,0.00615107309534748
2A1J3E,0.0166364059849049,0.0152397884046424,0.968123847901655
5KLFGH,0.0517859352016535,0.932644871191121,0.015569197557752
0J3PQ7,0.00926361704711304,0.980629721814411,0.0101066697052552
RT7JR4,0.050379280002661,0.943719686105334,0.00608151875622268
ELN2OX,0.00730689685088249,0.0212163684090282,0.971476713742259
56HDSQ,0.897291725718409,0.0762508388379553,0.0264574147240417
2A95RQ,0.727517945124296,0.265449867874579,0.00703218417005215
RX81A2,0.0110627244131593,0.987131422658113,0.00181202590763907
V50UPU,0.984943712552018,0.0130782629526416,0.00203071063938173
2TLYBN,0.0264049140391012,0.965031359674546,0.00856379793987472
DAE2E6,0.757615494192035,0.23770208371055,0.00468242939382371
7HYV1S,0.0562447348899466,0.0300025041215122,0.913752760102787
A8BFPN,0.137131065825037,0.697703794172626,0.165165177608067
CA6QE3,0.986037923677548,0.0115817783697476,0.00244325248758679
ZTWSDG,0.420325780202325,0.563681486754471,0.0159927464959551
98B5MA,0.181769572863249,0.813007059296157,0.00535217211758614
LB8UML,0.946449667187573,0.0509033725663798,0.00266677310241331
WM6KLP,0.940573690488643,0.0552950339679991,0.00413203670975048
1UUIVR,0.866752771356899,0.131779285146918,0.00178686380705328
DZKYZG,0.0114995718435432,0.00807458786762563,0.980425834544663
NXCA0Q,0.267754983604788,0.694453808740267,0.0377912058981912
ZC1FWW,0.00711037046898794,0.018589173476164,0.97430047176202
IG612B,0.97231367508163,0.0121440469294497,0.0155422815120842
EXK568,0.0182497558068529,0.978949434020646,0.00280083427779621
ZOXDKA,0.00336558544408975,0.99222047564479,0.00466393794906079
TD4ETQ,0.580124788840353,0.411359572829983,0.00851563837371406
JD4FQG,0.973945351871284,0.0238200383146275,0.0022959503277816
3Y7B9H,0.0488711594962424,0.093240437937166,0.857888424718702
TVV0DY,0.0104392715833928,0.984241079056474,0.00532331883546897
5O7BED,0.0375143695010336,0.960874688814204,0.00187589777388349
DSTYNQ,0.0428955309224929,0.0623338307147256,0.894770679774955
NDDDKK,0.012106752862528,0.0129032251491269,0.974990050896016
XNXYRH,0.982333741172496,0.0126947591255722,0.00497145354819379
URXE6M,0.00415114110434655,0.994937243910449,0.00140032393565768
2DAFN2,0.971683254918537,0.0241788540743743,0.00413789048739722
LIP25C,0.973457963579965,0.0247218109636272,0.00188221770723004
R7FP03,0.222943944420808,0.758887035287882,0.018169023376479
MCWG84,0.948112033564469,0.02042310632386,0.0314648751293562
QCMWSP,0.0232371916158606,0.958961965181177,0.0178008842631786
61EW8T,0.011525199078618,0.0418074824456699,0.94666734957184
66BJ7B,0.0375120393028752,0.959178188418186,0.00330980416176405
ENU2K6,0.00693186330530907,0.00517165247209453,0.98789647488203
ERHSBV,0.00261300558648319,0.0104011322761376,0.986985875170362
V4HYOA,0.0558889049981119,0.943322515415456,0.00120413556825395
G9QN1Q,0.0468383420628512,0.0192596471494906,0.933901991781962
